fdc_id,nutrient_id,amount
167782,0,100
167782,0,290
167782,0,17.6
167782,0,69.0
167782,0,0.0
167782,0,5.0
167782,0,0.0
167782,0,8.0
167782,0,304
167782,0,0.31
167782,0,0.05
167782,0,4.5
167782,0,0.2
167782,0,79.9
167782,0,0.1
167782,0,1.5
167782,0,0.9
167782,0,3.8
167782,0,0.014
167782,0,60.0
167782,0,0.0
167782,0,54.1
167782,0,5.3
167782,0,1.61
167782,0,24.0
167782,0,47.0
167782,0,20.0
167782,0,0.057
167782,0,0.182
167782,0,8.55
167782,0,0.0
167782,0,0.0
171687,0,96.0
171687,0,0.0
171687,0,0.0
171687,0,0.0
171687,0,0.0
171687,0,0.048
171687,0,0.016
171687,0,0.081
171687,0,0.046
171687,0,0.044
171687,0,0.0
171687,0,0.0
171687,0,0.0
171687,0,0.0
171687,0,0.082
171687,0,0.068
171687,0,0.0
171687,0,0.0
171687,0,0.002
171687,0,0.0
171687,0,0.001
171687,0,0.0
171687,0,0.0
171687,0,25.0
171687,0,305
171687,0,0.0
171687,0,0.0
171687,0,0.0
171687,0,1.4
171687,0,14.0
171687,0,0.18
171687,0,17.0
171687,0,14.0
171687,0,0.0
171687,0,0.0
171687,0,4.5
171687,0,0.1
171687,0,0.09
171687,0,14.0
171687,0,0.086
171687,0,0.0
171687,0,23.0
171687,0,0.0
171687,0,0.0
171687,0,0.4
171687,0,0.2
171687,0,0.3
171687,0,0.5
171687,0,12.0
171687,0,9.0
171687,0,3.0
171687,0,509
171687,0,0.0
171687,0,1600.0
171687,0,0.02
171687,0,0.06
171687,0,0.0
171687,0,0.3
171687,0,4.8
171687,0,94.3
171687,0,10.0
171687,0,97.0
171687,0,0.4
171687,0,0.205
171687,0,0.004
171687,0,0.0
171687,0,0.0
171687,0,0.1
171686,0,134
171686,0,0.0
171686,0,14.0
171686,0,0.068
171686,0,0.0
171686,0,0.0
171686,0,0.002
171686,0,0.0
171686,0,0.001
171686,0,0.0
171686,0,0.0
171686,0,0.0
171686,0,0.0
171686,0,0.0
171686,0,0.048
171686,0,0.016
171686,0,0.081
171686,0,0.046
171686,0,0.044
171686,0,0.0
171686,0,0.0
171686,0,0.0
171686,0,0.0
171686,0,0.082
171686,0,0.0
171686,0,0.086
171686,0,14.0
171686,0,14.0
171686,0,0.1
171686,0,0.09
171686,0,0.0
171686,0,38.0
171686,0,0.0
171686,0,0.3
171686,0,7.69
171686,0,32.0
171686,0,91.4
171686,0,12.0
171686,0,146
171686,0,0.4
171686,0,0.309
171686,0,0.009
171686,0,0.4
171686,0,0.2
171686,0,767
171686,0,1.1
171686,0,0.2
171686,0,18.0
171686,0,11.0
171686,0,7.0
171686,0,1680.0
171686,0,0.02
171686,0,0.06
171686,0,0.0
171686,0,0.0
171686,0,0.6
168061,0,0.0
168061,0,0.0
168061,0,18.0
168061,0,0.04
168061,0,0.36
168061,0,0.16
168061,0,0.33
168061,0,0.25
168061,0,0.45
168061,0,1.51
168061,0,0.42
168061,0,0.46
168061,0,0.0
168061,0,20.0
168061,0,1.28
168061,0,0.0
168061,0,0.0
168061,0,0.09
168061,0,0.0
168061,0,0.0
168061,0,0.02
168061,0,0.11
168061,0,0.0
168061,0,0.0
168061,0,0.04
168061,0,0.0
168061,0,0.0
168061,0,0.03
168061,0,0.0
168061,0,0.0
168061,0,6.81
168061,0,0.72
168061,0,6.57
168061,0,0.0
168061,0,0.0
168061,0,399
168061,0,0.0
168061,0,0.7
168061,0,1.0
168061,0,12.0
168061,0,62.0
168061,0,130
168061,0,0.03
168061,0,0.14
168061,0,0.0
168061,0,0.0
168061,0,0.0
168061,0,0.05
168061,0,0.0
168061,0,0.0
168061,0,0.0
168061,0,0.175
168061,0,0.125
168061,0,33.0
168061,0,0.68
168061,0,3.47
168061,0,9.22
168061,0,95.0
168061,0,0.16
168061,0,0.0
168061,0,0.19
168061,0,79.8
168061,0,0.34
168061,0,14.0
168061,0,110
168061,0,1.6
168061,0,8.3
168061,0,0.3
168061,0,0.12
168061,0,0.23
168061,0,0.02
168061,0,0.0
168061,0,2.14
168061,0,0.212
168061,0,0.055
168061,0,0.9
168061,0,15.0
168061,0,0.35
168061,0,0.62
168061,0,0.58
168061,0,0.09
168061,0,0.39
168061,0,0.47
168061,0,0.23
168061,0,0.83
168061,0,0.33
168061,0,0.0
168061,0,0.0
168061,0,0.75
168061,0,0.39
168061,0,0.0
168061,0,1.51
168061,0,0.26
168061,0,0.01
168061,0,0.0
168061,0,0.02
168061,0,0.01
168061,0,0.0
168061,0,1.68
168061,0,0.297
168061,0,0.01
168061,0,0.007
168061,0,0.0
168061,0,0.0
168061,0,44.0
168992,0,0.0
168992,0,0.0
168992,0,0.29
168992,0,32.0
168992,0,135
168992,0,1.72
168992,0,1.58
168992,0,0.0
168992,0,65.4
168992,0,0.0
168992,0,0.0
168992,0,20.9
168992,0,460
168992,0,59.0
168992,0,0.25
168992,0,0.2
168992,0,0.36
168992,0,0.0
168992,0,0.0
168992,0,0.0
168992,0,0.0
168992,0,0.162
168992,0,0.041
168992,0,0.087
168992,0,8.8
168992,0,0.0
168992,0,3.0
168992,0,0.4
168992,0,0.0
168992,0,563
168992,0,0.0
168992,0,10.6
168992,0,3.55
168992,0,39.0
168992,0,0.0
168992,0,0.0
168992,0,0.0
168992,0,0.0
168992,0,0.0
168992,0,0.3
168992,0,0.012
168992,0,0.099
168992,0,3.0
168992,0,0.0
168992,0,0.0
168992,0,4.9
168992,0,3.0
168992,0,0.0
168992,0,0.0
168992,0,9.0
168992,0,13.0
168992,0,0.112
168992,0,0.142
168992,0,113
168992,0,0.0
168992,0,6.0
168992,0,68.0
168992,0,0.0
168992,0,0.99
168992,0,1.32
168992,0,0.24
168992,0,17.6
168992,0,0.0
168992,0,0.0
168993,0,0.0
168993,0,0.0
168993,0,1.71
168993,0,3.98
168993,0,0.91
168993,0,42.8
168993,0,0.0
168993,0,0.0
168993,0,1430.0
168993,0,0.0
168993,0,15.6
168993,0,3.64
168993,0,207
168993,0,37.0
168993,0,14.0
168993,0,0.189
168993,0,0.337
168993,0,18.0
168993,0,0.0
168993,0,1.0
168993,0,11.0
168993,0,0.0
168993,0,0.0
168993,0,0.0
168993,0,0.0
168993,0,0.0
168993,0,0.0
168993,0,0.3
168993,0,0.021
168993,0,0.644
168993,0,7.0
168993,0,0.0
168993,0,0.0
168993,0,0.5
168993,0,7.0
168993,0,0.0
168993,0,0.0
168993,0,0.69
168993,0,82.0
168993,0,341
168993,0,4.39
168993,0,3.48
168993,0,0.0
168993,0,11.6
168993,0,0.0
168993,0,0.0
168993,0,50.7
168993,0,770
168993,0,767
168993,0,12.1
168993,0,0.6
168993,0,0.76
168993,0,0.0
168993,0,0.03
168993,0,0.0
168993,0,0.0
168993,0,0.87
168993,0,0.15
168993,0,0.216
168993,0,0.0
168993,0,7.0
168993,0,0.0
169814,0,0.0
169814,0,0.0
169814,0,0.52
169814,0,1.27
169814,0,0.24
169814,0,0.98
169814,0,0.0
169814,0,0.0
169814,0,286
169814,0,0.0
169814,0,6.6
169814,0,1.8
169814,0,55.0
169814,0,7.0
169814,0,14.0
169814,0,0.138
169814,0,0.094
169814,0,37.0
169814,0,0.0
169814,0,2.0
169814,0,22.0
169814,0,0.0
169814,0,0.0
169814,0,0.0
169814,0,0.0
169814,0,0.0
169814,0,0.0
169814,0,4.0
169814,0,0.029
169814,0,0.039
169814,0,7.0
169814,0,0.0
169814,0,0.0
169814,0,5.3
169814,0,7.0
169814,0,0.008
169814,0,0.014
169814,0,0.009
169814,0,0.019
169814,0,0.009
169814,0,0.024
169814,0,0.052
169814,0,0.019
169814,0,0.013
169814,0,0.0
169814,0,0.0
169814,0,0.0
169814,0,0.0
169814,0,0.0
169814,0,0.0
169814,0,0.162
169814,0,0.041
169814,0,0.055
169814,0,0.0
169814,0,7.0
169814,0,0.014
169814,0,0.025
169814,0,0.028
169814,0,0.008
169814,0,0.022
169814,0,0.106
169814,0,0.008
169814,0,0.041
169814,0,0.021
169814,0,0.0
169814,0,0.15
169814,0,16.2
169814,0,68.0
169814,0,0.41
169814,0,1.19
169814,0,0.0
169814,0,81.8
169814,0,0.0
169814,0,0.0
169814,0,2.58
169814,0,417
169814,0,127
169814,0,0.15
169814,0,0.4
169814,0,0.23
169823,0,16.1
169823,0,0.5
169823,0,15.6
169823,0,17.3
169823,0,43.5
169823,0,10.5
169823,0,470
169823,0,34.0
169823,0,206
169823,0,0.47
169823,0,4.0
169823,0,1.43
169823,0,9.0
169823,0,3.0
169823,0,1960.0
169823,0,0.2
169823,0,16.0
169823,0,134
169823,0,24.0
169823,0,0.03
169823,0,257
169823,0,0.06
169823,0,0.06
169823,0,26.0
169823,0,8.6
169823,0,34.0
168976,0,7.1
168976,0,0.53
168976,0,3.4
168976,0,4.1
168976,0,1480.0
168976,0,0.5
168976,0,0.3
168976,0,7.0
168976,0,46.0
168976,0,21.0
168976,0,0.03
168976,0,0.13
168976,0,696
168976,0,2.9
168976,0,0.04
168976,0,0.05
168976,0,3.0
168976,0,3.0
168976,0,10.0
168976,0,7.7
168976,0,31.8
168976,0,13.4
168976,0,353
168976,0,47.3
168976,0,8.0
168976,0,70.0
168976,0,0.18
168976,0,2.36
168976,0,0.55
168976,0,0.02
168976,0,0.01
168976,0,14.4
168976,0,8.4
168977,0,0.51
168977,0,0.31
168977,0,18.6
168977,0,0.9
168977,0,55.2
168977,0,16.0
168977,0,228
168977,0,3.83
168977,0,4.26
168977,0,1.95
168977,0,0.23
168977,0,8.7
168977,0,3.6
168977,0,21.7
168977,0,3.6
168977,0,89.0
168977,0,5.1
168977,0,4.55
168977,0,20.0
168977,0,170
168977,0,95.0
168977,0,0.19
168977,0,0.06
168977,0,559
168977,0,2.2
168977,0,0.18
168977,0,0.66
168977,0,4.0
168977,0,4.83
168977,0,4.0
168977,0,1080.0
168977,0,258
168749,0,0.0
168749,0,0.0
168749,0,45.3
168749,0,0.0
168749,0,0.005
168749,0,0.015
168749,0,6.0
168749,0,0.0
168749,0,0.0
168749,0,0.0
168749,0,0.0
168749,0,0.0
168749,0,0.01
168749,0,0.039
168749,0,0.011
168749,0,0.029
168749,0,0.0
168749,0,0.0
